id,employeeNumber,Center,jobTitle,attendanceDate,shiftStartTime,shiftEndTime,firstInOfTheDay,lastOutOfTheDay,dayType,shiftDuration,shiftEffectiveDuration,totalGrossHours,totalEffectiveHours,totalBreakDuration,totalEffectiveOvertimeDuration,totalGrossOvertimeDuration
d81e0a91-6ba4-4b02-8983-b643ab4eeb1b,NP31720,213-GJ-VDD-WGD-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T14:30:00Z,2025-09-22T22:30:00Z,23-09-2025 05:28,,0,8,7.5,0,0,0,0,0
575076e9-8d92-4332-be38-ade0d122dd25,NP31722,102-AP-TPT-SVU-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T13:30:00Z,2025-09-22T21:30:00Z,22-09-2025 10:21,22-09-2025 19:52,0,8,8,9.51,9.51,0,1.51,1.51
99b3e4f4-c0eb-4aee-8a97-9157dc08997e,NP31724,552-TS-KHM-NRN-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 13:21,,0,9,9,0,0,0,0,0
5d8985e6-e046-49b2-9b1e-a2aebc9152f5,NP31727,278-MH-NGP-PCN-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T16:30:00Z,2025-09-23T01:30:00Z,22-09-2025 16:01,23-09-2025 01:52,0,9,9,9.85,9.85,0,0.85,0.85
c1afbce1-f1bb-4809-a293-3ca24e3c31bd,NP31729,278-MH-NGP-PCN-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T03:30:00Z,2025-09-22T12:00:00Z,22-09-2025 01:38,22-09-2025 10:40,0,8.5,8.5,9.04,9.04,0,0.54,0.54
a69f1a64-7dab-4f37-95da-081abf4183b0,NP31732,279-BH-BGS-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T00:30:00Z,2025-09-22T09:30:00Z,,,0,9,8.5,0,0,0,0,0
e7cf940e-cca9-45f1-a68e-2d2b0631177b,NP31735,124-TS-JDC-BDP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:30:00Z,2025-09-22T11:30:00Z,22-09-2025 01:49,22-09-2025 11:38,0,9,8.5,9.81,9.81,0,1.31,0.81
ff44d0de-0569-4371-af28-57a700bdd3c6,NP31740,311-CG-RPR-PPN-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 03:34,22-09-2025 12:33,0,9,9,8.98,8.98,0,0,0
0ae87f0a-c242-44e3-b2a7-8d3cf76d86f2,NP31741,265-PB-MOH-S69-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T01:30:00Z,2025-09-22T09:30:00Z,22-09-2025 01:16,22-09-2025 09:54,0,8,7.5,8.63,8.63,0,1.13,0.63
ca14134a-380a-42a1-9e95-170c91d127f6,NP31742,30-UP-NDA-S35-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T08:30:00Z,2025-09-22T16:30:00Z,22-09-2025 06:08,22-09-2025 14:24,0,8,7.5,8.27,8.27,0,0.77,0.27
15bac787-8d8c-4283-a7ff-4817ae0864a7,NP31746,280-BH-KGG-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 01:46,22-09-2025 10:58,0,9,9,9.2,9.2,0,0.2,0.2
27e1fce9-732f-4f9e-8395-7e7824858e84,NP31750,367-HP-PLM-HLT-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
8eb5ad64-3107-4fb5-bec3-50f52b4e659f,NP31751,512-UP-GKP-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 03:55,,0,9,9,0,0,0,0,0
f7e2ecd5-68e4-4603-9153-6a3ee6b79d17,NP31752,199-WB-SLG-SMR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:30:00Z,2025-09-22T11:30:00Z,22-09-2025 01:18,22-09-2025 15:37,0,9,8.5,14.36,14.32,0.04,5.82,5.36
64e69528-75ff-4bfb-9377-5a825c7db548,NP31753,Support Office,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 04:43,22-09-2025 13:45,0,9,9,9.02,8.79,0.23,0,0.02
0f741167-561e-433b-a568-63d1899d5e05,NP31756,392-UK-HLD-NTR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:30:00Z,2025-09-22T11:30:00Z,22-09-2025 03:54,22-09-2025 12:54,0,9,8.5,9,9,0,0.5,0
da875e0a-4d37-4e25-8a87-3df43fb81c17,NP31758,Support Office,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
9e18b34b-3175-46fa-ab0d-f3fde3c39737,NP31760,248-BH-MTH-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 00:57,22-09-2025 10:32,0,9,9,9.58,9.58,0,0.58,0.58
b0707347-ac15-4d14-805c-44e1962dbce1,NP31761,236-MH-NGP-SBD-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T08:30:00Z,2025-09-22T17:30:00Z,,,0,9,8.5,0,0,0,0,0
b16fca7d-668f-4406-ae12-068e091d6e9d,NP31764,88-AP-SKH-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 00:39,22-09-2025 15:40,0,9,9,15.01,15.01,0,6.01,6.01
2aa26141-14a9-44a5-bbf4-461c142b5898,NP31769,275-GJ-AHM-MAN-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:30:00Z,2025-09-22T11:30:00Z,22-09-2025 03:04,22-09-2025 12:03,0,9,8.5,8.99,8.99,0,0.49,0
b882dcb3-e0c4-4d9a-857e-6dbddb682d21,NP31770,289-BH-MGR-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 04:38,22-09-2025 15:46,0,9,9,11.14,11.14,0,2.14,2.14
fe3c2334-abf8-47a6-81fe-9f57204c2a91,NP31771,101-KA-BLR-RJJ-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
6cb094e5-fcea-4ae3-aa40-8ad5a068a284,NP31773,311-CG-RPR-PPN-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T01:30:00Z,2025-09-22T10:30:00Z,22-09-2025 01:40,22-09-2025 10:44,0,9,8.5,9.07,9.07,0,0.57,0.07
b14497be-67a5-4492-bd16-65af30fbef0e,NP31774,215-JK-SRN-CHP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:00:00Z,2025-09-22T11:00:00Z,22-09-2025 01:51,22-09-2025 10:47,0,9,8.5,8.94,8.94,0,0.44,0
762cf59a-07a1-4bc8-9be3-7af1522b15e3,NP31775,219-KA-BLR-KSL-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:30:00Z,2025-09-22T11:30:00Z,22-09-2025 04:33,22-09-2025 13:59,0,9,8.5,9.42,9.42,0,0.92,0.42
152ea415-3673-4090-b296-21bf4e06cc7e,NP31776,215-JK-SRN-CHP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T05:30:00Z,2025-09-22T13:30:00Z,22-09-2025 05:33,22-09-2025 14:38,0,8,7.5,9.08,9.08,0,1.58,1.08
b29bd79d-f10c-487b-b4ce-a0fd113691de,NP31781,388-JH-RNC-IPC-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:30:00Z,2025-09-22T13:30:00Z,22-09-2025 07:12,22-09-2025 16:12,0,9,8.5,9,9,0,0.5,0
4d247199-efb4-4e19-bfdb-3b5024a952df,NP31782,316-HR-SNP-VNC-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 05:31,22-09-2025 15:59,0,9,9,10.46,10.46,0,1.46,1.46
a34d02bc-577d-430e-b520-3a539d43f384,NP31783,258-HR-GGN-PLV-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:30:00Z,2025-09-22T12:30:00Z,22-09-2025 02:44,22-09-2025 14:47,0,10,9.5,12.05,12.05,0,2.55,2.05
107b2d6b-79ef-4094-9a8a-2942881b6636,NP31785,155-UP-ALD-KDN-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
29c37a00-8827-4318-a321-a799c809ac49,NP31787,200-AP-KVT-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,21-09-2025 23:32,22-09-2025 09:41,0,9,9,10.15,10.15,0,1.15,1.15
aad1c12c-796a-4867-b36e-e018d1daa2ab,NP31788,340-AP-GTR-NGP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 01:10,22-09-2025 10:03,0,9,9,8.88,8.88,0,0,0
f9d9f434-886c-4cdc-8718-27005f596b30,NP31794,253-BH-BGP-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:30:00Z,2025-09-22T11:30:00Z,22-09-2025 06:25,22-09-2025 15:23,0,9,8.5,8.96,8.96,0,0.46,0
bc5aa26d-fbba-4306-8291-6c7064caeb9f,NP31797,282-BH-BTH-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
f70b9ebb-70b8-4c71-b40a-ea67c4277fdf,NP31801,215-JK-SRN-CHP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-21T23:30:00Z,2025-09-22T08:30:00Z,22-09-2025 07:26,22-09-2025 16:59,0,9,9,9.55,9.55,0,0.55,0.55
fe90a6b9-e753-4394-9dfa-169948e3299a,NP31819,274-KA-UDI-KUD-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:07,22-09-2025 11:05,0,9,9,8.97,8.97,0,0,0
f58f9d0d-1bc2-43f4-a3cb-1d063be49db7,NP31821,116-UK-HLD-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:38,22-09-2025 09:38,0,9,9,7.01,7.01,0,0,0
44456ad3-0fee-4f56-b612-1a9e35b1fcbe,NP31824,255-BH-JMU-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T03:30:00Z,2025-09-22T11:30:00Z,22-09-2025 01:26,22-09-2025 12:47,0,8,7.5,11.35,11.35,0,3.85,3.35
187546dc-4821-496b-8313-475ba5f3cd24,NP31828,174-AP-KDP-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T03:30:00Z,2025-09-22T11:30:00Z,22-09-2025 03:35,22-09-2025 11:30,0,8,7.5,7.92,7.92,0,0.42,0
388be72e-e1fc-410c-92a3-fe8955c402c6,NP31830,54-TN-CMB-GPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:37,22-09-2025 10:48,0,9,9,8.18,8.18,0,0,0
1ab81f7f-d930-42df-aa48-8a54cabe7df6,NP31831,335-JH-RNC-BMR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 06:50,22-09-2025 16:23,0,9,9,9.56,9.56,0,0.56,0.56
2647a25c-c095-4156-80f5-3f8f9ae23e52,NP31832,289-BH-MGR-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 04:32,22-09-2025 13:50,0,9,9,9.29,9.29,0,0.29,0.29
82468266-ad09-4b11-be08-77cfd37950f4,NP31834,48-PB-LDH-SHP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 01:37,22-09-2025 09:37,0,9,9,8.01,8.01,0,0,0
c936b556-d4a0-4be9-9dc0-de2e7b2f60c1,NP31837,102-AP-TPT-SVU-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T00:30:00Z,2025-09-22T09:30:00Z,22-09-2025 00:42,22-09-2025 09:45,0,9,8.5,9.05,9.05,0,0.55,0.05
55ef4ea2-89da-4dd0-ba52-f975fe4f4de7,NP31839,45-JH-BKR-BPR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 06:02,22-09-2025 16:47,0,9,9,10.75,10.75,0,1.75,1.75
08025a0f-2aa9-4ac4-b5ea-3153e482ef55,NP31840,235-DL-UMN-OVR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T15:30:00Z,2025-09-23T00:30:00Z,22-09-2025 14:57,23-09-2025 01:56,0,9,8.5,10.97,10.97,0,2.47,1.97
9f606c71-2b4d-4415-accd-5b777bc344b7,NP31842,356-PB-GSP-GTR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:30:00Z,2025-09-22T10:30:00Z,22-09-2025 03:07,,0,8,7.5,0,0,0,0,0
a73b4830-7762-4a58-9260-c2383c6c2177,NP31843,213-GJ-VDD-WGD-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 04:01,22-09-2025 13:32,0,9,9,9.51,9.51,0,0.51,0.51
c5dff282-2829-46f1-85d0-ac03c62072b3,NP31844,30-UP-NDA-S35-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T05:30:00Z,2025-09-22T13:30:00Z,22-09-2025 05:57,22-09-2025 18:34,0,8,7.5,12.61,12.61,0,5.11,4.61
f0192785-2b09-4c50-838b-0958b2f99738,NP31848,Support Zones,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 05:24,22-09-2025 11:46,0,9,9,6.36,6.36,0,0,0
8e95a1ac-e427-4f65-b708-ee0437961f1d,NP31852,54-TN-CMB-GPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T03:30:00Z,2025-09-22T12:30:00Z,,,0,9,8.5,0,0,0,0,0
fe8fc664-5361-416b-b1b7-145b7b4dc61a,NP31857,128-WB-KOL-PPS-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T05:30:00Z,2025-09-22T14:30:00Z,22-09-2025 05:59,22-09-2025 14:52,0,9,8.5,8.88,8.88,0,0.38,0
61a6c5ef-678e-47de-a2ee-81675f83a000,NP31858,394-PY-SBD-AAS-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T05:30:00Z,2025-09-22T13:30:00Z,22-09-2025 05:48,22-09-2025 13:56,0,8,7.5,8.13,8.13,0,0.63,0.13
4c3aea2b-1cb7-4475-a70b-4c6a05cdeb33,NP31862,358-HP-HMP-GLR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:31,22-09-2025 11:39,0,9,9,9.13,9.13,0,0.13,0.13
5991ce47-1462-4153-8692-8bc60ebbc7fc,NP31863,97-AP-CHR-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
4552cbf9-75d9-4b97-bd51-3c7327641111,NP31865,24-HR-HSR-NMT-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:30:00Z,2025-09-22T11:30:00Z,22-09-2025 02:25,22-09-2025 07:53,0,9,8.5,5.46,5.46,0,0,0
eeb8a35f-7bda-4f5e-8a69-b5b483f00123,NP31866,75-UP-MDB-DLR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T06:30:00Z,2025-09-22T15:30:00Z,22-09-2025 06:02,22-09-2025 15:31,0,9,8.5,9.48,9.48,0,0.98,0.48
469cf999-1e78-48c7-af1d-18f6ff913c07,NP31870,207-AP-ATP-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 00:06,22-09-2025 09:08,0,9,9,9.03,9.03,0,0.03,0.03
8b8196b9-ff28-4f90-bbbc-2ff9d9b8f91e,NP31877,78-DL-PMC-VKM-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 01:03,22-09-2025 07:41,0,9,9,6.64,6.64,0,0,0
f171437d-a202-41f1-acd0-f2f73a1ea2f6,NP31878,238-UP-BSC-KJR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T00:30:00Z,2025-09-22T09:30:00Z,,,0,9,8.5,0,0,0,0,0
c2aabcbc-85dd-457f-ba03-15980e7cfcdd,NP31879,78-DL-PMC-VKM-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 00:37,22-09-2025 07:37,0,9,9,6.99,6.99,0,0,0
a8c1fef2-0d07-4106-ae7b-5371b3217d6b,NP31882,298-HR-GGN-S14-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:00:00Z,2025-09-22T11:00:00Z,22-09-2025 05:09,22-09-2025 14:33,0,9,8.5,9.4,9.4,0,0.9,0.4
03d95ec2-49de-46b8-b78c-309f7635ec0d,NP31884,313-KA-BLR-YWP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
4a26ac89-7e24-4ed6-83d0-987e4597c6df,NP31886,300-GJ-DHD-LSN-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:30:00Z,2025-09-22T11:30:00Z,,,0,9,8.5,0,0,0,0,0
6aa806f5-7b9a-48c4-9c77-3c524f14e2b0,NP31889,3-TS-MBN-YKA-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
0c38d359-2de9-405e-940b-73b302597fb5,NP31894,68-UP-GZB-VSH-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
7fdc34ee-fd27-4cc4-af75-d366f65a1bd2,NP31895,Support Zones,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
f407935e-54f3-498a-8984-a2529aacd311,NP31899,181-MH-PUN-KNR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 01:59,22-09-2025 16:14,0,9,9,14.25,14.25,0,5.25,5.25
8ac0f409-d025-4b03-88d1-5ab8a910e989,NP31904,68-UP-GZB-VSH-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:29,22-09-2025 14:41,0,9,9,12.2,12.2,0,3.2,3.2
bcef0519-5f7f-4267-846e-b1453967d535,NP31905,26-UP-LCK-ALB-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
c36088b3-b953-48bd-be3c-7be1cc003faf,NP31906,317-JH-JSP-NBW-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:30:00Z,2025-09-22T13:30:00Z,22-09-2025 03:40,22-09-2025 12:32,0,9,8.5,8.87,8.87,0,0.37,0
b0f7bf2c-422f-4d2b-bb66-f8afdf710b1f,NP31908,76-UP-AZG-LCR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 04:09,22-09-2025 14:52,0,9,9,10.73,10.73,0,1.73,1.73
312d914e-b864-48ac-8068-31111721247b,NP31912,279-BH-BGS-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T07:30:00Z,2025-09-22T15:30:00Z,22-09-2025 07:27,22-09-2025 15:27,0,8,7.5,8,8,0,0.5,0
f4d138f0-2b0a-4347-8091-c8e8d8b74484,NP31914,103-AP-PKD-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
1f36bc1d-9620-4def-9c04-7dee78ac1ac9,NP31917,288-BH-NWD-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 04:09,22-09-2025 15:55,0,9,9,11.77,11.77,0,2.77,2.77
20ce1cb3-f0db-458e-bc6a-2d02c67c5311,NP31918,Support Office,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 04:37,22-09-2025 13:43,0,9,9,9.09,8.49,0.6,0,0.09
946dd3cd-5a21-492a-8b4c-c7c673a55b3c,NP31922,334-BH-SSM-JMR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:33,22-09-2025 12:00,0,9,9,9.46,9.46,0,0.46,0.46
5f8b726c-5cde-4d16-9bc8-1ab42347671e,NP31924,279-BH-BGS-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T00:30:00Z,2025-09-22T09:30:00Z,22-09-2025 00:40,22-09-2025 09:40,0,9,8.5,8.99,8.99,0,0.49,0
9d65b1a8-4f37-48f6-a053-df517f6d780d,NP31926,117-AP-TPT-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 00:31,22-09-2025 09:36,0,9,9,9.08,9.08,0,0.08,0.08
027e30f6-cef3-42fc-a9f0-164043c207a1,NP31928,307-HP-KLU-STP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 00:44,22-09-2025 09:52,0,9,9,9.13,9.13,0,0.13,0.13
f77c6b3a-9ca7-4139-9eed-9336f6385bb6,NP31931,389-MH-NGP-KMN-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T01:30:00Z,2025-09-22T10:30:00Z,22-09-2025 03:36,22-09-2025 12:38,0,9,8.5,9.02,9.02,0,0.52,0.02
fbf95f36-2f2b-4a45-ae91-93ae040abad7,NP31936,155-UP-ALD-KDN-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
db63f584-26e7-4bc8-b4bb-2efc23dff272,NP31937,340-AP-GTR-NGP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
3e28272b-5419-4a06-849f-1116a1408a76,NP31943,26-UP-LCK-ALB-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 07:22,22-09-2025 16:36,0,9,9,9.24,9.24,0,0.24,0.24
48e5e934-20ee-4f9d-bf0f-a2cab26c9759,NP31946,102-AP-TPT-SVU-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T08:30:00Z,2025-09-22T17:30:00Z,22-09-2025 08:52,22-09-2025 17:55,0,9,8.5,9.04,9.04,0,0.54,0.04
6f19f046-58f5-463e-9aae-25f211074e17,NP31948,322-UP-JNU-HBP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:30:00Z,2025-09-22T13:30:00Z,,,0,9,8.5,0,0,0,0,0
4069b87b-738c-4998-a972-ff68fb67280b,NP31949,117-AP-TPT-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 00:25,22-09-2025 16:13,0,9,9,15.79,15.79,0,6.79,6.79
cce03fef-ef41-4120-8ec8-2fdc2588df57,NP31950,244-AP-VZM-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T01:00:00Z,2025-09-22T10:00:00Z,22-09-2025 00:45,22-09-2025 10:02,0,9,8.5,9.29,9.29,0,0.79,0.29
1ac851f0-8cea-4d81-a68c-dc1686ebb371,NP31952,244-AP-VZM-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T06:30:00Z,2025-09-22T15:30:00Z,22-09-2025 04:42,22-09-2025 13:58,0,9,8.5,9.27,9.27,0,0.77,0.27
d6f4d8d7-faad-49d5-b8e9-fdd5ecdbb3e8,NP31959,101-KA-BLR-RJJ-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 08:26,22-09-2025 16:39,0,9,9,8.21,8.21,0,0,0
ccb762cb-c509-49a6-a06d-5b9cb358fc99,NP31960,208-MH-MUM-KDW2-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T01:00:00Z,2025-09-22T10:00:00Z,,,0,9,8.5,0,0,0,0,0
f67db488-2063-4c38-9615-6fbfb47f3593,NP31961,281-BH-SHR-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
6aef2686-c783-4170-9461-a2714574d998,NP31962,128-WB-KOL-PPS-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:30:00Z,2025-09-22T13:30:00Z,22-09-2025 03:54,22-09-2025 13:11,0,9,8.5,9.29,9.29,0,0.79,0.29
6fa43eb2-1bea-4d26-9731-383e0e2d7f5a,NP31964,99-AP-PDT-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 00:46,22-09-2025 09:47,0,9,9,9.02,9.02,0,0.02,0.02
be427a38-460f-4f56-a2da-3163fd320d29,NP31969,54-TN-CMB-GPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 01:37,22-09-2025 14:42,0,9,9,13.09,13.09,0,4.09,4.09
9ae47d78-4e05-4a2a-b271-4451ce42ff63,NP31973,241-JH-JSP-YKC-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T00:30:00Z,2025-09-22T09:30:00Z,22-09-2025 00:46,22-09-2025 09:46,0,9,8.5,9,9,0,0.5,0
eaf9c1b9-b9ce-47c8-9c7c-9b2e37653ba9,NP31974,119-AP-PLS-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T00:30:00Z,2025-09-22T09:30:00Z,22-09-2025 00:06,22-09-2025 09:10,0,9,8.5,9.06,9.06,0,0.56,0.06
ad89fa82-39af-4c5c-bd52-370952ae715c,NP31975,373-UP-ALG-SSG-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T01:30:00Z,2025-09-22T09:30:00Z,22-09-2025 01:52,22-09-2025 10:59,0,8,7.5,9.1,9.1,0,1.6,1.1
878607b9-7fef-4959-8799-51257a642b66,NP31977,102-AP-TPT-SVU-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T00:30:00Z,2025-09-22T08:30:00Z,22-09-2025 04:21,22-09-2025 12:31,0,8,7.5,8.16,8.16,0,0.66,0.16
a420a8d7-0884-41ca-b969-593e7dac4473,NP31980,248-BH-MTH-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 00:32,22-09-2025 10:59,0,9,9,10.44,10.44,0,1.44,1.44
